consulta,dia_semana,semana_del_mes,mes,cuatrimestre,anio,hora_discretizada,dni_discretizado,legajo_discretizado,posee_legajo,posee_telefono,carrera_valor,proveedor_correo,cantidad_caracteres,proporcion_mayusculas,proporcion_letras,cantidad_tildes,cantidad_palabras,cantidad_palabras_cortas,proporcion_palabras_distintas,frecuencia_signos_puntuacion,cantidad_oraciones,utiliza_codigo_asignatura,clase
hola buen dia queria saber si complete bien la encuesta del boleto estudiantil  y cuanto tengo que esperar  para q  me aviliten  muchas gracias por su  atencion espero las respuestas  ,4,5,3,1,2019,1,8,4,1,1,5,4,184,0.0,0.8043478260869565,0,37,22,0.8378378378378378,0.0,1,0,Ingreso a la Universidad
hola. intente inscribirme en las materias del primer cuatrimestre y me dice que no estoy en condiciones de hacerlo.  me podrán decir cuál es el inconveniente por favor.   ,0,3,2,1,2019,0,4,0,0,0,4,6,171,0.0,0.8011695906432749,2,32,19,0.84375,0.017543859649122806,3,0,Pedido de Certificados
"buenas tardes, quería saber cuando nos van a poner la carga del boleto estudiantil universitario ya que empezamos la cursada en marzo y no tenemos el saldo en la sube para seguir cursando. y además aumento el boleto y no nos alcanza el dinero para seguir cursando todos los días. gracias! saludos. ",0,4,4,1,2018,2,3,2,1,0,4,6,298,0.0,0.8087248322147651,3,53,25,0.7735849056603774,0.016778523489932886,3,0,Requisitos de Ingreso
"buenas tardes, cuando quiero hacer el trámite para el boleto estudiantil provincial me dice que ya tengo un beneficio otorgado pero nunca recibi nada, como puedo averiguar porque el error?, ",0,1,6,1,2019,1,2,2,1,0,54,6,190,0.0,0.8210526315789474,1,31,12,0.9354838709677421,0.021052631578947368,1,0,Pedido de Certificados
"estimada gente de unlu , necesitaba obtener de manera actualizada. , las materias aprobadas de la tecnicatura en trabajo social y de la licenciatura , muchas gracias. raquel cornago ",4,2,3,1,2018,3,1,0,0,1,5,13,182,0.0,0.8131868131868132,0,30,14,0.8,0.027472527472527472,2,0,Ingreso a la Universidad
olvide la clave de mi lejago y no puede acceder para inscribirme a la.materias  ,3,4,2,1,2019,1,8,4,1,1,4,11,80,0.0,0.8,0,16,9,0.9375,0.0125,1,0,Boleto Universitario
no pude terminar de hacer el formulario para el boleto estudiantil ,4,1,5,1,2019,0,6,4,1,1,5,4,67,0.0,0.8358208955223879,0,12,7,0.9166666666666666,0.0,1,0,Boleto Universitario
"necesito la certificación del programa análisis organizacional de la lic. en adm.,( 20262), para completar el pedido de equivalencias  en la univ. de gral. sarmiento, retiré el de contador, pero me falta este, quisiera saber si es factible retirarlo en san miguel, sin tener que ir a lujan, muchas gracias. ",1,2,9,2,2015,2,1,1,1,1,3,6,307,0.0,0.7719869706840391,3,52,26,0.8269230769230769,0.03908794788273615,5,0,Requisitos de Ingreso
"hola queria sabes porque no me deja ingresar al sistema, me dice que no cumplo con los requisitos para ingresar. y me quiero anotar en las materias. ",6,4,2,1,2017,1,6,3,1,1,54,6,149,0.0,0.7986577181208053,0,28,17,0.8928571428571429,0.020134228187919462,2,0,Requisitos de Ingreso
"llene el formulario para obtener el boleto estudiantil provincial, al finalizar me figuró como trámite procesado pero no me llegó ningún mail y luego la página me apareció como link inexistente, y cuando me volví a fijar en la pagina del boleto estudiantil me figura que &quot;la persona ya tiene un beneficio asignado&quot;. quiero saber si mi solicitud fue lograda o no. muchas gracias por su atención. aguardo la respuesta.   ",3,2,3,1,2019,2,8,4,1,1,5,4,429,0.0,0.8088578088578089,8,73,36,0.821917808219178,0.018648018648018648,4,0,Situación Académica
mi consulta es sobre el boleto estudiantil provincial ya que me figura en la página web que tengo un beneficio asignado. pero hace 1 hora apoyé mi tarjeta en una terminal de sube y me dice que no tengo beneficios ni recargas pendientes. yo viajo para ir a cursar en la linea de colectivo 53 y para volver a mi casa en la linea 182. aguardo su respuesta. muchas gracias. ,4,1,8,2,2019,2,7,3,1,0,3,4,370,0.0,0.7810810810810811,2,71,44,0.7746478873239436,0.013513513513513514,5,0,Boleto Universitario
"hola,  quise hacer el boleto estudiantil y me dice que ya tengo un beneficio asignado,  pero a mi nunca me cargaron nada en la sube.  quería saber si ustedes podrían llegar a saber porque ",3,2,4,1,2019,1,5,4,1,0,54,6,188,0.0,0.7872340425531915,2,38,20,0.8421052631578947,0.015957446808510637,1,0,Exámenes
no recuerdo mi contraseña ,2,3,2,1,2017,1,4,2,1,1,3,11,26,0.0,0.8461538461538461,0,5,3,1.0,0.0,1,0,Cambio de Comisión
"hola buenas tardes, ya me prescribiere pero no me llego ningún mail.  espero su respuesta, gracias. ",3,3,12,2,2017,2,4,0,0,1,3,6,100,0.0,0.79,1,18,9,0.8888888888888888,0.04,2,0,Situación Académica
"estimados.   es posible inscribirse a dos carreras? por este medio aparentemente no.  de todas formas consultaré al llevar la documentación a la sede, pero les pregunto ante la duda.  gracias ",2,3,10,2,2018,3,3,0,0,1,0,4,192,0.0,0.796875,2,35,20,0.8,0.026041666666666668,3,0,Requisitos de Ingreso
hola yo habia ido ah la universidad ah terminar la inscripcion y me dijieron que despues tenia que ingresar en mi perfil desde la pagina y cuando intento ingresar me pone que no existen datos para este aspirante. si me podrian dar una solucion por que yo deveria comenzar el 05 de marzo y aun no se el horario que tengo que ah cursar. desde ya muchas gracias. ,6,4,2,1,2018,2,7,0,0,1,41,4,360,0.0,0.7972222222222223,0,69,41,0.7391304347826086,0.008333333333333333,3,0,Ingreso a la Universidad
donde puedo averiguar porque el gobierno no me acredita el saldo de la sube? ,2,2,9,2,2019,0,8,4,1,1,3,4,77,0.0,0.8051948051948052,0,15,7,0.9333333333333332,0.012987012987012988,1,0,Ingreso a la Universidad
solicito certificado de materias aprobadas con porcentaje. gracias   ,2,4,11,2,2016,3,1,1,1,1,5,13,69,0.0,0.8405797101449275,0,11,5,0.8181818181818182,0.014492753623188406,1,0,Boleto Universitario
hola. hay posibilidades de anotarme a materias para arrancar este cuatrimestre? empece hace aprox tres años pero deje. podría reincorporarme?  gracias! ,0,3,2,1,2019,0,4,2,1,0,54,6,152,0.0,0.8223684210526315,1,23,11,0.9565217391304348,0.03289473684210526,2,0,Ingreso a la Universidad
hola !. necesitaria un compobante de materias aprobadas para hacer el ingreso a la docencia.  gracias!!. ,1,2,7,1,2017,1,1,1,1,1,41,13,105,0.0,0.7809523809523811,0,18,10,0.9444444444444444,0.057142857142857134,3,0,Exámenes
"buenas tardes, quería consultar por la carrera de contador público. para comenzar la carrera se debe hacer previamente el taller? sin este no se puede comenzar? ",2,2,4,1,2019,1,5,0,0,1,0,4,161,0.0,0.8136645962732919,2,27,13,0.8888888888888888,0.024844720496894408,1,0,Ingreso a la Universidad
por favor me podrían recordar mi número de legajo. extravié toda mi documentación de la unlu. muchas gracias ,0,2,4,1,2018,1,5,0,0,1,4,6,109,0.0,0.8165137614678899,4,19,9,0.8947368421052632,0.01834862385321101,2,0,Boleto Universitario
hola yo ya me anote por web y presente los papeles pero no puedo ingresar con mi dni para saber que numero de comisión me corresponde. que debo hacer? ,3,2,11,2,2018,1,3,0,0,1,0,6,151,0.0,0.7947019867549668,1,30,20,0.9333333333333332,0.01324503311258278,1,0,Requisitos de Ingreso
"quisiera recuperar mi clave de acceso al sistema de servicios académicos, ya gestioné la clave pero no me llega el mail. gracias ",1,4,6,1,2018,2,7,4,1,1,25,8,129,0.0,0.813953488372093,2,23,11,0.9130434782608696,0.015503875968992246,1,0,Ingreso a la Universidad
quiero toda la informacion sobre la carrera! ,3,1,2,1,2017,2,4,1,1,1,2,6,45,0.0,0.8222222222222222,0,8,4,0.875,0.022222222222222227,1,0,Pedido de Certificados
"quiero entrar a mi perfil, para anotarme en un final y me salta que no cumplo los requisitos para ingresar al sistema, por que puede ser? me parece raro porque tengo todo al dia ",4,1,12,2,2018,1,7,4,1,1,54,4,178,0.0,0.7921348314606742,0,35,21,0.8857142857142857,0.016853932584269662,1,0,Cursadas
"hola buenos dias, estoy en condicion de libre en la universidad porque ya hace un par de años que no curso. me contacto con ustedes porque necesito el porcentaje de materias aprobadas de la carrera que estaba haciendo (profesorado en educación fisica) quedo a la espera de la información muchas gracias.... rocio  ",0,4,3,1,2019,0,3,1,1,1,43,4,314,0.0,0.8057324840764332,2,54,27,0.7777777777777778,0.01910828025477707,5,0,Ingreso a la Universidad
no me puedo inscribir para rendir las materias  ,3,2,2,1,2016,2,5,0,0,1,2,11,48,0.0,0.8125,0,10,6,0.9,0.0,1,0,Consulta por Equivalencias
"hola les queria pedir el certificado de porcentaje de materias, desde ya muchas gracias.  ",1,4,2,1,2017,3,5,2,1,1,43,6,90,0.0,0.8111111111111111,0,16,8,0.875,0.022222222222222227,1,0,Boleto Universitario
"hola, queria saber acerca del boleto estudiantil, por que no me puedo registrar, aparere como que el boleto estudiantil esta fuera de servicion hasta nuevo aviso. ",5,2,3,1,2019,2,7,4,1,1,52,4,163,0.0,0.8159509202453987,0,27,11,0.9259259259259259,0.024539877300613498,1,0,Boleto Universitario
"hola quiero anotarme a las materias ,para el segundo cuatri ,pero no puedo ,dice que no estoy en condiciones,me podrian decir que tengo que hacer,muchas gracias  ",0,1,8,2,2019,0,3,4,1,1,52,4,162,0.0,0.8024691358024691,0,28,12,0.8571428571428571,0.0308641975308642,1,0,Pedido de Certificados
"quiero ingresar a mi perfil y me aparece una leyenda diciendo que no estoy regular en la carrera y que tramite vía web la reincorporación, solo no me anoté en el primer cuatrimestre porque no era necesario y quiero cursar el segundo cuatrimestre  ",0,5,7,1,2019,1,3,2,1,0,43,6,247,0.0,0.8178137651821862,3,45,25,0.7333333333333333,0.004048582995951417,1,0,Requisitos de Ingreso
al ingresar me sale un cartel que dice: el alumno no cumple con las condiciones para ingresar podrían informarme como inscribirme a las materias. desde ya muchas gracias espero su pronta respuesta. ,2,1,3,1,2017,3,3,2,1,0,3,6,198,0.0,0.8232323232323232,1,33,16,0.9393939393939394,0.015151515151515154,2,0,Pedido de Certificados
olvide mi clave y cuando quiero reestablecerla no llega a mi casilla ningún mail  ,0,1,8,2,2018,2,2,4,1,1,54,8,82,0.0,0.8170731707317073,1,16,8,0.875,0.0,1,0,Pedido de Certificados
"hola!  yo hice el tramite por el boleto estudiantil hace tiempo, pero hace ya unos dos meses aproximado, la sube ya no se me recarga al apoyarla en la terminal electrónica de la universidad. quería saber si ustedes me podrían asesorar que puedo hacer y porqué ya no me carga.  espero respuesta gracias y saludos. ",5,3,3,1,2019,2,5,2,1,1,3,8,313,0.0,0.7987220447284346,4,58,33,0.7931034482758621,0.019169329073482427,3,0,Problemas con la Clave
"quiero saber mi numero de legajo, si me pueden ayudar ya le estoy agradecidos ",0,3,5,1,2017,2,3,0,0,1,54,4,78,0.0,0.8076923076923077,0,15,7,1.0,0.01282051282051282,1,0,Ingreso a la Universidad
"buenos días, me quisiera anotar para lasu materias del primer cuatrimestre, me dijieron que lo debo hacer por está vía, me podrán orientar, yo ya lleve los papeles a la sede de san miguel, gracias.  ",2,1,2,1,2018,0,1,0,0,1,33,8,199,0.0,0.7889447236180904,4,37,22,0.9189189189189192,0.03015075376884422,1,0,Pedido de Certificados
"buenas noches:   estoy cursando el profesorado de economia y gestion en el instituto n°; 111 de la localidad de moreno, y necesito pedir las equivalencias de las materias que aprobe en la unlu... quisiera saber como puedo hacer dicho tramite...muchas gracias  ",3,4,4,1,2016,3,1,1,1,0,54,4,260,0.0,0.7807692307692308,0,45,22,0.7555555555555555,0.03461538461538462,6,0,Boleto Universitario
"hola buenas tarde! le hago esta consulta porque quiero ingresar para anotarme en las materias y me dice que el numero de legajo o contraseña son incorrectas. pongo olvide mi clave pero nunca me llego al mail la solicitud para cambiarla. espero que me puedan dar una respuesta, muchas gracias! ",1,4,2,1,2018,2,4,1,1,1,3,6,293,0.0,0.8122866894197952,0,51,27,0.9215686274509804,0.017064846416382253,2,0,Ingreso a la Universidad
"hola. disculpen la molestia. querría saber el motivo por el cual no figura la nota del final del taller de lectura y comprension de textos en la parte de finales pero si figuran las notas de otras meterias aprobadas. gracias, saludos. ",3,3,12,2,2017,3,6,3,1,1,5,4,235,0.0,0.8042553191489362,1,42,21,0.8333333333333334,0.02127659574468085,4,0,Cursadas
buen día! me inscribí el día 1 de noviembre para el profesorado y habían notado en el departamento de admisión un inconveniente con el número de cue que había en mi certificado analítico y debería haber ser verificado. me iban a informar si había alguna novedad. también quería saber si puedo ingresar al perfil de aspirante porque pongo mi dni no me permite entrar. muchas gracias!   ,4,3,11,2,2018,1,3,0,0,1,8,6,385,0.0,0.8077922077922078,12,69,37,0.7826086956521741,0.012987012987012988,3,0,Boleto Universitario
hola quiero saber porque todavía no pude activar el boleto estudiantil provincial me llegó un emeil con números de contacto pero ya no los tengo desde ya muchas gracias ,4,2,5,1,2019,1,3,4,1,1,2,6,169,0.0,0.8284023668639053,3,30,14,0.9333333333333332,0.0,1,0,Requisitos de Ingreso
hola! les escribo para hacerles una consulta. yo ya me inscribi por web y presencial. pero no me deja entrar con mi dni a la web de aspirante ,4,1,11,2,2018,1,4,0,0,1,5,6,142,0.0,0.7816901408450704,0,29,21,0.9310344827586208,0.02112676056338028,2,0,Requisitos de Ingreso
hola quería saber porque no puedo realizar el tramite de la sube?? desde ya muchas gracias. ,0,1,3,1,2018,0,2,1,1,0,1,6,92,0.0,0.7934782608695652,1,17,7,1.0,0.03260869565217391,1,0,Cursadas
"hola. consulto por que no puedo in-gresar a mi cuenta de aspirante. ya pasaron los 15 dias que me infor-maron de espera, pero aun asi me da &quot;dato inexistente&quot; y quisiera saber por que o mejor alguna solucion. aguardo respuesta, desde ya mu-chas gracias! ",2,1,11,2,2018,3,8,0,0,0,5,4,264,0.0,0.7765151515151515,0,45,24,0.8666666666666667,0.030303030303030307,3,0,Boleto Universitario
"hola, quería hacer una consulta. yo tengo titulo de lic. en nutrición en la uba y curso actualmente ing. en alimentos en unlu, quería saber que documentación  tengo que presentar para pedir equivalencia por algunas materias. gracias  ",0,5,11,2,2015,3,2,2,1,0,1,6,234,0.0,0.8076923076923077,4,40,19,0.8,0.02564102564102564,4,0,Ingreso a la Universidad
"motivo regularización de estudiante,  ya que no puedo inscribirme a alguna materia hace varias semanas ",6,3,3,1,2019,2,3,1,1,1,55,4,103,0.0,0.8349514563106796,1,17,8,0.9411764705882352,0.009708737864077669,1,0,Cursadas
"hola, quería saber si están acreditando la sube para el boleto estudiantil, yo tengo el beneficio pero este año no me han acreditado la sube. gracias ",4,1,4,1,2018,0,1,1,1,1,4,4,150,0.0,0.8066666666666666,2,27,15,0.9259259259259259,0.02,1,0,Boleto Universitario
no puedo reestablecer mi clave de mi perfil y necesito entrar ,3,4,3,1,2016,1,5,2,1,1,3,6,62,0.0,0.8225806451612904,0,12,6,0.9166666666666666,0.0,1,0,Problemas con la Clave
soy aspirante a la carrera de profesorado ,1,3,12,2,2017,1,1,0,0,1,33,6,42,0.0,0.8333333333333334,0,8,5,1.0,0.0,1,0,Boleto Universitario
"hola tengo una consulta , si desaprobé un final y se me vencen las oportunidades para volver a rendirlo , me queda la nota de ese final?  ",3,3,6,1,2019,2,7,4,1,1,1,6,138,0.0,0.7753623188405797,1,29,19,0.8965517241379308,0.021739130434782608,1,0,Reincorporación
"buenos dias , quisiera por favor pedir el porcentaje de materias aprobadas  pero no puedo entrar al sistema ! muchas gracias ",4,4,2,1,2018,1,4,1,1,1,43,4,125,0.0,0.8079999999999999,0,23,11,0.9565217391304348,0.016,1,0,Boleto Universitario
"estimados, soy alumno regular y no recuerdo mi clave para ingresar a ingresar a insc para cursar. solicité blanque de contraseña pero no recibo el mail para realizarlo.   ",1,3,2,1,2018,1,2,1,1,1,54,6,171,0.0,0.8070175438596491,1,31,18,0.7741935483870968,0.017543859649122806,2,0,Ingreso a la Universidad
hola que tal quiero incribirme a universidad pero no me llega nada al email para hacer la segunda parte de la incripcion web &iquest;que puedo hacer? ,2,5,5,1,2018,1,2,0,0,0,0,4,150,0.0,0.8066666666666666,0,27,15,0.9629629629629628,0.013333333333333334,1,0,Boleto Universitario
por que no me puedo inscribir en las materias  ,0,3,2,1,2019,2,8,0,0,1,27,4,47,0.0,0.7872340425531915,0,11,8,0.9090909090909092,0.0,1,0,Ingreso a la Universidad
como solicito listado de materias con promedio para consejo escolar de mi distrito? gracias ,4,1,9,2,2016,1,1,1,1,1,8,13,92,0.0,0.8369565217391305,0,15,7,0.9333333333333332,0.010869565217391304,1,0,Cambio de Carrera
hola no me llega el mail para inscribirme en las materias. ya intente varias veces pero ahora me dice que ya realize muchos intentos. ,5,2,2,1,2018,1,6,0,0,1,27,4,134,0.0,0.8059701492537313,0,25,15,0.92,0.01492537313432836,2,0,Cursadas
"estimado, hace meses que realice el tramite del boleto estudiantil, la pagina dice que ya tengo el beneficio pero no me lo cargan. me gustaria saber cual es el problema? o si me lo podrian solucionar porque la verdad se me compllica mucho hacerme cargo del gasto con mi bolsillo, lo hice el año pasado porque me lo rechazaron pero este año voy a poder. ",1,2,3,1,2019,3,5,4,1,1,8,4,353,0.0,0.7988668555240793,0,66,39,0.7575757575757576,0.0169971671388102,2,0,Ingreso a la Universidad
"buen dia, mi consulta es la siguiente, quiero entrar para cargar mis datos por el boleto estudiantil y no me deja, yo cobro una asignacion universal y hace poquito registre la tarjeta a mi nombre y tengo ese descuento. osea cargue todos mis datos pero nose si me los tomaron. y si me van a otorgar el boleto, gracias espero una respuesta ",0,4,3,1,2019,1,2,3,1,1,7,6,338,0.0,0.7988165680473372,0,63,36,0.7936507936507936,0.017751479289940832,2,0,Pedido de Certificados
