Consulta|dia_semana|semana_del_mes|mes|cuatrimestre|anio|hora_discretizada|dni_discretizado|legajo_discretizado|posee_legajo|posee_telefono|carrera_valor|proveedor_correo|Clase
buen día,  quiero saber que procede después de enviar el formulario por mi perfil de estudiante con respecto al boleto estudiantil municipal. gracias. |5|4|3|1|2019|3|8|4|1|1|8|gmail|Boleto Universitario
hola, tuve que dar de baja mi tarjeta sube, que tenía boleto estudiantil provincial, por extravío. registre otra tarjeta sube a mi nombre pero la pagina de la unlu me imposibilita volver a realizar la solicitud para el beneficio.  gracias por su respuesta! |3|1|9|2|2019|3|8|4|1|1|43|gmail|Boleto Universitario
hola, necesito urgente el boleto estudiantil y quisiera saber cuando podría inscribirme? gracias. espero respuestas.  |0|2|3|1|2019|1|7|4|1|1|3|gmail|Boleto Universitario
mi sube dice que soy beneficiaria de alguna tarifa pero no es verdad |4|3|5|1|2019|1|7|4|1|1|2|gmail|Boleto Universitario
hola buenas tardes queria consultarles porque no puedo realizar los tramites para el boleto estudiantil si cumplo con los requisitos, gracias |0|1|3|1|2018|1|7|3|1|1|3|yahoo|Boleto Universitario
hola, quería saber cuál es el motivo por el que no puedo recibir la carga del boleto estudiantil, estoy desde el año pasado y entro a mi perfil, justo en boleto estudiantil provincial queriendo tratar de actualizar mis datos pero me dice que no se puede realizar la operación ya que tengo el beneficio asignado, pero voy a las terminales a cargar la sube y no recibo la carga correspondiente, necesito que me den una solución por favor.  |4|3|3|1|2019|3|7|4|1|0|3|gmail|Boleto Universitario
hice el proceso para el boleto, y me apareció como que termine, pero después me decía que hubo un error y tenía que hacer el formulario de vuelta, ahora quiero entrar para volver a hacer y me dice que ya tengo un trámite. trate de pasar la sube en la terminal pero me dice que no tengo nada. |0|3|4|1|2019|0|7|0|0|1|25|gmail|Boleto Universitario
consulta sobre el boleto estudiantil provincial, quiero llenar el formulario pero me sale que ya tengo asignado un beneficio. no entiendo. otra consulta, no me salen los horarios para el 2do cuatrimestre.  gracias. |0|5|7|1|2018|0|8|2|1|1|3|hotmail|Boleto Universitario
buen dia, mi consulta es relacionada al boleto estudiantil. yo lo tramite el año pasado en otra universidad, y este año me cambie a la unlu. pero en el mes de febrero no me hicieron la recarga correspondiente. tengo que tramitarlo de nuevo en esta universidad? gracias |2|2|3|1|2019|0|1|4|1|1|3|hotmail|Boleto Universitario
buenas! llame a sube por el tema del boleto estudiantil y me dijeron como que hay datos mios que no estan actualizados en la universidad. que por eso no lo estaria cobrando. soy de sede campana  |3|2|7|1|2018|2|6|0|0|0|5|gmail|Boleto Universitario
buenas tarde. gracias por responder mis consultas.  tengo una duda,  cuando termine de tramitar el boleto estudiantil me sale una leyenda que dice &quot; beneficio asignado&quot;  eso que significa?  muchas gracias. |2|2|8|2|2019|2|8|4|1|1|52|gmail|Boleto Universitario
kisiera saber por k no me cargaron más el boleto estudiantil muchas gracias |2|3|6|1|2019|2|2|4|1|1|5|gmail|Boleto Universitario
hola!! quiero tramitar el boleto universitario y me dice que ya tengo un beneficio asignado. pero no tengo el beneficio. ya hace un mes que lo tramité y aún no recibo ningún descuento. |1|2|4|1|2019|3|3|1|1|1|54|hotmail|Boleto Universitario
disculpen las molestias pero el año pasado realice el tramite para recibir el boleto estudiantil provincial pero no obtuve respuesta sobre si se había realizado existosamente ni tampoco me llego ningún mensaje sobre el tema. hoy intente hacerlo de nuevo pero al intentar iniciar el tramite la pagina me dice que la solicitud no ha podido completarse porque la persona ya tiene un beneficio asignado. me gustaría saber cual es el problema. muchas gracias por su tiempo. |4|3|3|1|2019|1|4|2|1|1|54|yahoo|Boleto Universitario
buenas tardes, quería solicitar más información acerca del boleto estudiantil, cómo obtenerlo y a partir de qué fecha se puede obtener. muchas gracias. |2|3|2|1|2019|1|7|4|1|0|4|gmail|Boleto Universitario
buenos dias. quisiera saber el estado de mi solicitud para acceder al boleto estudiantil. fue enviada el dia viernes 22/3 y no recibi noticias aún de como proceder. desde ya muchas gracias. micaela |1|1|4|1|2019|1|4|4|1|1|3|hotmail|Boleto Universitario
solicito se me envíe, a la brevedad, mail con la respuesta al tramite iniciado para la obtención del boleto estudiantil.  dicho trámite fue realizado con fecha 14/03 y aún no recibí respuesta |0|4|3|1|2019|3|8|4|1|1|24|gmail|Boleto Universitario
hola, yo ise la solicitud wep de el boleto estudiantil. como se si tengo acreditada cargas . por que pase mi tarjeta por las terminales sube y me dice que no soy beneficiario y no tengo cargas disponibles. si hubo algun problema quisiera saber que puedo hacer para tener el boleto estudiantil . gracias. |6|4|4|1|2019|2|6|4|1|1|25|gmail|Boleto Universitario
hola, me comunico con ustedes ya que quise tramitar el boleto para estudiantes de la provincia y me salta que ya lo tengo asignado, lo cual no estoy usando ya que recién  cague una sube a mi nombre.   quisiera saber si es un error de sistema?   |3|2|9|2|2019|2|5|2|1|1|27|hotmail|Boleto Universitario
para realizar la carga virtual estudiantil |2|2|8|2|2019|3|1|2|1|1|7|hotmail|Boleto Universitario
quisiera saber el motivo x el cual no puedo recibir el boleto estudiantil ya que mis ingresos son muy bajos y me es necesario para poder viajar a la facultad |3|2|11|2|2018|3|6|4|1|1|54|gmail|Boleto Universitario
como inisiar el tramite del boleto estudiantil |1|4|3|1|2018|0|8|4|1|1|5|gmail|Boleto Universitario
hola, quería saber si hay algún problema con la acreditación del boleto estudiantil o es alguna cuestión en particular mía ya que hace un mes que no se me acredita y yo sigo cursando el segundo cuatrimestre normalmente. saludos |1|4|9|2|2019|0|2|1|1|1|27|hotmail|Boleto Universitario
buenas tardes. en el mes de agosto extravie mi sube que tenia el beneficio del boleto estudiantil, inmediatamente adquiri una nueva en la cual no estoy recibiendo el monto de dinero asignado. gracias, espero respuesta |1|2|10|2|2019|2|7|4|1|1|2|gmail|Boleto Universitario
hola, envio este mail porque intente solicitar un boleto estudiantil provincial y la pagina me dice que ya tengo un beneficio asignado. me gustaria saber cual es o como puedo solucionar esto.  muchas gracias! |6|4|4|1|2018|3|5|2|1|0|17|gmail|Boleto Universitario
yo queria hacer una consulta ....del boleto de la sube  me dice voleto asignado y no me cargaron y no entiendo porque? |0|4|10|2|2018|1|7|4|1|1|3|gmail|Boleto Universitario
hola queria saber si se inició el trámite para el boleto estudiantil. en la plataforma me aparece que ya tengo un beneficio asignado pero en la página de consultas me dic que no tienen ningún trámite con mis datos. |0|3|10|2|2019|1|5|2|1|0|0|live|Boleto Universitario
quise cargar la sube en la maquina para que se carge el boleto y me apareció que no tengo ningún plan, entré a la página de la universidad haber si me podía registrar de nuevo y me decía que ya disponía de una tarifa social, pero cuando la vuelvo a pasar no me carga nada y me aparece eso, y la última vez que la cargué fue hace mas debun mes |0|1|10|2|2019|0|7|4|1|0|17|gmail|Boleto Universitario
hola! hice todo para obtener el boleto provincial y cuando fui a la terminal de la unlu no tengo la plata acreditada, ya hace varios meses! no entiendo porque, y cuando intento hacer de nuevo el tramite me dice que ya tengo el beneficio! si pudieran ayudarme se los agradezco! |6|4|4|1|2019|1|3|1|1|0|1|gmail|Boleto Universitario
estoy inscripta desde el año pasado al boleto estudiantil y nunca fue cargado el saldo del mismo a mi tarjeta sube. me figura que ya estoy registrada . que debo hacer para que me carguen el boleto estudiantil? |3|2|6|1|2019|1|3|4|1|1|5|gmail|Boleto Universitario
hola buenas noches queria saber porque todavia no se me acridita el subsidio de la sube   ya hice todos los reclamos y todavia no recibo el beneficio |3|1|10|2|2019|3|4|3|1|1|27|gmail|Boleto Universitario
hace aproximadamente 1 mes completé este formulario para poder obtener el boleto estudiantil. al finalizarlo, debía recibir un mensaje al correo electrónico a modo de confirmación, el cual nunca llegó. por ende, me comunico con ustedes ya que necesito este boleto. |2|3|8|2|2019|2|8|4|1|1|54|gmail|Boleto Universitario
quería saber por qué no puedo acceder al boleto estudiantil ya que resido a más de 2000m de la universidad |6|2|3|1|2019|2|7|4|1|1|3|gmail|Boleto Universitario
no pude terminar de hacer el formulario para el boleto estudiantil |4|1|5|1|2019|0|6|4|1|1|5|gmail|Boleto Universitario
ya no tengo ningún beneficio social y necesito hacerme el boleto universitario |2|4|5|1|2019|1|4|2|1|1|5|hotmail|Boleto Universitario
hola quería saber xq no me realizan las precargas para la sube, para poder viajar gratis?! |1|2|4|1|2018|1|3|4|1|1|3|gmail|Boleto Universitario
mi consulta es sobre el boleto estudiantil provincial ya que me figura en la página web que tengo un beneficio asignado. pero hace 1 hora apoyé mi tarjeta en una terminal de sube y me dice que no tengo beneficios ni recargas pendientes. yo viajo para ir a cursar en la linea de colectivo 53 y para volver a mi casa en la linea 182. aguardo su respuesta. muchas gracias. |4|1|8|2|2019|2|7|3|1|0|3|gmail|Boleto Universitario
buenas tardes, hace 2 meses que no me cargan el boleto, necesito una solución rápida a mi problema muchas gracias |1|4|9|2|2019|1|1|1|1|0|5|live|Boleto Universitario
buenas. queria consultar porque en este año que comenzo aun no se me han acreditado los beneficios de precarga por boleto estudiantil? intente apoyar la sube en varios centros de carga pero no me dice que no tengo disponible ninguna recarga. y en la plataforma de la universidad me dice que cuento con dicho beneficio. si podrian ayudarme o informarme estaria agradecido. |1|1|4|1|2018|1|3|3|1|1|27|gmail|Boleto Universitario
hola, quiero consultar sobre el beneficio que tengo asignado. porque solicité el boleto estudiantil el cual todavía no me ha llegado, se ha cargadola en el panel correspondiente de este. así que quería saber &iquest;podrían informarme respecto a dicho beneficio que ya tengo? el cual desconozco. |0|3|4|1|2019|2|6|4|1|1|55|gmail|Boleto Universitario
hola. no me carga el saldo de la sube hace 2 meses.  |2|4|3|1|2019|1|5|4|1|1|54|gmail|Boleto Universitario
hola buenos días.  yo cambié de sube ya esta registrada a mi nombre y quería saber como tenía que hacer para cambiar el número para que me puedan otorgar el beneficio  |3|2|5|1|2019|1|8|4|1|1|5|gmail|Boleto Universitario
hola. quisiera saber porque al solicitar el boleto estudiantil me sale &quot;error de credenciales&quot; me dice que mis datos son incorrectos y no cumplo con los requisitos. el año pasado lo solicite pero me lo sacaron. y quería registrarme nuevamente. |0|1|3|1|2018|0|6|3|1|1|43|gmail|Boleto Universitario
quiero hacer el tramite del boleto universitario y me dice que ya estoy registrado y no recibo el beneficio |2|4|10|2|2019|0|3|3|1|1|54|hotmail|Boleto Universitario
estimados: quisiera consultar mi estado de tramite de carga sube. saludos! |0|2|6|1|2019|1|2|3|1|1|5|hotmail|Boleto Universitario
buenos dias, hace un mes hice el tramite de boleto estudiantil y no me llego ningun mail cargandome saldo |4|1|4|1|2018|0|7|3|1|1|1|hotmail|Boleto Universitario
buenas noches.perdon por la hora. queria hacer una consulta!  inicie el tramite del boleto estudiantil pero me aparece como que tengo un beneficio y no tengo ninguno. si usted me podria ayudar se lo agradeceria mucho! desde ya muchas gracias. |4|4|3|1|2019|3|7|4|1|1|43|gmail|Boleto Universitario
buenos dias, perdi mi sube y la di de baja y tenia el boleto estudiantil asignado, como puedo hacer para configurarlo a mi nueva sube? |6|1|5|1|2019|1|5|3|1|1|54|gmal|Boleto Universitario
necesito el boleto estudiantil provincial, ya tengo la sube registrada a mi nombre y ya complete el formulario de inscripción  hace mucho ya pero nunca me acreditaron ninguna recarga.  no se donde reclamar para que me den el boleto estudiantil provincial.  espero que me puedan ayudar. no se que más hacer.  |1|1|9|2|2019|1|8|2|1|1|2|hotmail|Boleto Universitario
hola! quisiera saber como puedo resolver el tramite para el boleto estudiantil provincial, ya que cuando quiero iniciarlo me aparece &quot;error de credenciales&quot;. desde ya muchas gracias. |0|1|3|1|2018|1|5|2|1|1|5|hotmail|Boleto Universitario
buenas tardes!  realice el trámite para el boleto estudiantil provincial. y todavía no pude obtener el beneficio. desde la página de la universidad me figura que ya está el beneficio. pero en las terminales donde debo pasar la sube para obtener el beneficio me figura que no tengo tal beneficio. si me podrían decir a que se debe esto, desde ya muchas gracias. |3|4|3|1|2019|2|2|4|1|1|5|gmail|Boleto Universitario
no se porque no me deja hacer el tramite para cargar la sube por boleto estudiantil |4|2|9|2|2019|1|1|1|1|1|3|hotmail|Boleto Universitario
hola, queria saber acerca del boleto estudiantil, por que no me puedo registrar, aparere como que el boleto estudiantil esta fuera de servicion hasta nuevo aviso. |5|2|3|1|2019|2|7|4|1|1|52|gmail|Boleto Universitario
hola, buenas tardes, el asunto por el cual les mando este mensaje, es porque según el punto de carga sube que hay en el establecimiento dice que yo &quot;no poseo el beneficio social&quot;, pero hice el tramite a través de la pagina de la unlu, cuando quiero confirmar que yo supuestamente no poseo beneficio social y realizar otra vez el tramite, la pagina me dice lo siguiente &quot;la persona ya tiene un beneficio asignado&quot;. desde ya muchas gracias. |3|2|3|1|2019|2|8|4|1|1|2|hotmail|Boleto Universitario
buen dia, mi consulta es la siguiente, quiero entrar para cargar mis datos por el boleto estudiantil y no me deja, yo cobro una asignacion universal y hace poquito registre la tarjeta a mi nombre y tengo ese descuento. osea cargue todos mis datos pero nose si me los tomaron. y si me van a otorgar el boleto, gracias espero una respuesta |0|4|3|1|2019|1|2|3|1|1|7|hotmail|Boleto Universitario
buenas tardes la consulta es para cambiar el boleto estudiantil a otra tarjeta sube ya que en la que la tengo asignada la tuve que dar de baja por rotura. |0|5|4|1|2019|1|6|3|1|1|0|hotmail|Boleto Universitario
cargue todo los datos para el boleto provincial y todavía no puedo obtener el beneficio..  |4|2|8|2|2019|2|5|4|1|1|24|gmail|Boleto Universitario
hola quise hacer la inscripcion del boleto estudiantil y me dice error de credenciales. por que sera. yo hice una actualizacion de datos personales hace un par de horas. sera por eso? gracias!!!! |0|1|3|1|2018|1|3|1|1|1|3|hotmail|Boleto Universitario
